Nation,Year,gas,oil,coal,flaring
Gabon,2022,1.0457543879658169,1.179680528055209,1.4638096627238422,1.0083208767232579
Gabon,2023,0.9063645255315121,1.1942392240087105,1.9603847613764878,0.916733576730322
Gambia,2020,1.0,1.0,1.0,1.0
Gambia,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Gambia,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Gambia,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Georgia,2020,1.0,1.0,1.0,1.0
Georgia,2021,0.9907232079404055,1.0214997433277186,1.080975789689599,1.245417331838853
Georgia,2022,0.9377620369342043,1.0186621439792658,0.9862526180210561,1.2878904623972178
Georgia,2023,1.0197105756752365,1.045455897973428,1.0007831629191115,2.9586008995509294
Germany,2020,1.0,1.0,1.0,1.0
Germany,2021,1.0531587513890588,1.0292399506310512,1.2079528184481412,1.2979559092814672
Germany,2022,0.8902186699219451,0.9910328217327512,1.2464594220002636,1.5145506962691289
Germany,2023,0.8686256879908083,0.9203421065577495,0.9851527322659172,1.9112094588521298
Ghana,2020,1.0,1.0,1.0,1.0
Ghana,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Ghana,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Ghana,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Gibraltar,2020,,,,1.0
Gibraltar,2021,,,,1.0432919632657147
Gibraltar,2022,,,,0.886235017627225
Gibraltar,2023,,,,0.9039023477578535
Greece,2020,1.0,1.0,1.0,1.0
Greece,2021,1.1005335451059568,1.0923615413436398,0.9348726301906927,1.0432919632657147
Greece,2022,0.9769876083909311,1.1349720958145784,0.8658359679396035,0.886235017627225
Greece,2023,0.8485714582180545,1.101911049623899,0.6209559806129262,0.9039023477578535
Greenland,2020,1.0,1.0,1.0,1.0
Greenland,2021,1.0815735525904462,1.062244462295858,0.9481513818832078,1.0432919632657147
Greenland,2022,1.0690876035222792,1.0360738029889207,0.9264158853662867,0.886235017627225
Greenland,2023,1.1059428665125903,1.0852891209039202,0.8757533765680681,0.9039023477578535
Grenada,2020,1.0,1.0,1.0,1.0
Grenada,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Grenada,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Grenada,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Guadeloupe,2020,1.0,1.0,1.0,1.0
Guadeloupe,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Guadeloupe,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Guadeloupe,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Guatemala,2020,1.0,1.0,1.0,1.0
Guatemala,2021,0.791899070780499,1.123604401036169,1.1225160684179967,1.044081698816486
Guatemala,2022,1.7839792501549585,1.160877079449983,0.7771699525273384,1.1216863640868884
Guatemala,2023,3.2748286735989303,1.1884451095324138,0.8943312686793049,1.279970687935487
Guinea,2020,1.0,1.0,1.0,1.0
Guinea,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Guinea,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Guinea,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Guinea Bissau,2020,1.0,1.0,1.0,1.0
Guinea Bissau,2021,1.3285440763400689,1.1783635103351455,1.3895861084895569,0.9467487015688956
Guinea Bissau,2022,1.27253207260425,1.1886721806212635,1.2771130105721467,1.0083208767232579
Guinea Bissau,2023,1.2332884491787492,1.1635451526635814,1.205709170103147,0.916733576730322
Guyana,2020,1.0,1.0,1.0,1.0
Guyana,2021,1.1044811469885643,1.0369553780882421,1.3102313176996234,1.044081698816486
Guyana,2022,1.1846719729715742,1.0776179787503342,0.9755831291345701,1.1216863640868884
Guyana,2023,1.3158735371278338,1.1528321977713663,1.0870185833111419,1.279970687935487
Haiti,2020,1.0,1.0,1.0,1.0
Haiti,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Haiti,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Haiti,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Honduras,2020,1.0,1.0,1.0,1.0
Honduras,2021,0.791899070780499,1.123604401036169,1.1225160684179967,1.044081698816486
Honduras,2022,1.7839792501549585,1.160877079449983,0.7771699525273384,1.1216863640868884
Honduras,2023,3.2748286735989303,1.1884451095324138,0.8943312686793049,1.279970687935487
Hong Kong,2020,1.0,1.0,1.0,1.0
Hong Kong,2021,0.9759738211922399,0.9446771311667637,1.1107606781278823,1.2278099308321306
Hong Kong,2022,0.9167080021990922,0.8433045846311349,1.0924725154617276,1.4081227289908913
Hong Kong,2023,0.9802845207367913,0.9731521522008285,1.0673472284522423,1.1885270875966483
Hungary,2020,1.0,1.0,1.0,1.0
Hungary,2021,1.0605738888422342,1.0504242072516434,0.8133792065321621,1.0432919632657147
Hungary,2022,0.9016972559547874,0.9877542501701533,0.7385204430552949,0.886235017627225
Hungary,2023,0.8029879397675473,0.9356544941557755,0.5152647612485152,0.9039023477578535
Iceland,2020,,1.0,1.0,1.0
Iceland,2021,,1.044128849300864,1.4162086389888293,1.0432919632657147
Iceland,2022,,1.0973294472613118,1.401224710019346,0.886235017627225
Iceland,2023,,1.0818760360150397,1.0075358334089712,0.9039023477578535
India,2020,1.0,1.0,1.0,1.0
India,2021,1.033342941185571,1.0857126994337511,1.1353477973331896,0.9195296144250826
India,2022,0.9650552502706529,1.144398971751957,1.1798610912110776,0.9946927901077601
India,2023,1.0372793810187828,1.2276162138663862,1.2950852629810494,0.9941343766335512
Indonesia,2020,1.0,1.0,1.0,1.0
Indonesia,2021,1.008310359603356,1.0232467655243438,0.9971905836962999,0.8677153401336072
Indonesia,2022,1.0344626169132793,1.2900834358435926,1.5894207841601116,0.9146323089431998
Indonesia,2023,1.06727143633704,1.297621873508861,1.5677264624639466,1.034840691593901
Iraq,2020,1.0,1.0,,1.0
Iraq,2021,0.8882446129267187,1.036486825814559,,1.0319156793986395
Iraq,2022,0.9933190877666218,1.1604926415684496,,1.034694678465729
Iraq,2023,1.0117051660317307,1.2200845300910053,,1.0257291232161498
Ireland,2020,1.0,1.0,1.0,1.0
Ireland,2021,0.9604739556978732,1.0191352464908139,1.3640633551004622,1.0432919632657147
Ireland,2022,0.9796325594891226,1.0561703518485888,1.098292370806536,0.886235017627225
Ireland,2023,0.9086963333070542,1.026636154135073,0.7504511844362972,0.9039023477578535
Islamic Republic Of Iran,2020,1.0,1.0,1.0,1.0
Islamic Republic Of Iran,2021,0.9694387842555798,0.9805497634475028,0.972708164012106,1.0739271777183796
Islamic Republic Of Iran,2022,1.0111246020774098,1.0232938541901888,1.0039941369721803,0.8320404879576767
Islamic Republic Of Iran,2023,1.0371087849761258,1.0422560471394642,1.0220659761662063,0.5354873819124231
Israel,2020,1.0,1.0,1.0,1.0
Israel,2021,1.0413153158421613,1.0242306346436787,0.896242590156513,1.0739271777183796
Israel,2022,1.0775716793884942,1.0824645979612453,0.8802736598311851,0.8320404879576767
Israel,2023,1.1152866609842227,1.0853058011997778,0.7611802933428686,0.5354873819124231
Italy (Including San Marino),2020,1.0,1.0,1.0,1.0
Italy (Including San Marino),2021,1.0702181958243893,1.070615955391535,1.1000685574284774,1.060015578132248
Italy (Including San Marino),2022,0.9641236945401441,1.0401274577248383,1.457899354006558,0.8981041797097702
Italy (Including San Marino),2023,0.8665064743052555,0.9996805321548003,1.0162827734756101,0.8968307829039796
Jamaica,2020,1.0,1.0,1.0,1.0
Jamaica,2021,1.1769026495235755,1.016146865608325,0.9293013817649597,1.044081698816486
Jamaica,2022,1.1331292738632213,1.010642277629888,0.9651790134470557,1.1216863640868884
Jamaica,2023,1.3688584212900166,1.07565989432662,0.9815240109910284,1.279970687935487
Japan,2020,1.0,1.0,1.0,1.0
Japan,2021,0.9940323965429152,1.0439837608762694,1.0776828501160378,1.2278099308321306
